row_index,sample_id,topic,gold_context_hit5,ROUGE_L_F1,METEOR,BERTScore_F1
296,drug_2897,drug,True,21.4286,21.326,72.6363
297,drug_7636,drug,True,0.0,0.0,60.7979
298,drug_7255,drug,False,5.8824,1.8797,64.1214
299,drug_7969,drug,True,100.0,99.9959,100.0
300,drug_1579,drug,False,40.5405,54.9561,73.5378
301,drug_3159,drug,True,30.303,19.4378,77.7263
302,drug_3139,drug,True,70.9677,91.5287,92.6583
303,drug_5645,drug,True,72.7273,90.2031,92.8889
304,drug_2207,drug,True,64.5833,81.6632,82.7501
305,drug_7645,drug,True,34.6939,60.7324,79.7908
306,drug_3477,drug,True,71.7949,70.1449,94.3144
307,drug_6854,drug,True,41.8605,54.4323,84.391
308,drug_8941,drug,True,84.0,74.4641,89.8436
309,drug_2635,drug,True,21.4286,6.8182,67.0151
310,drug_8168,drug,True,32.1429,35.2303,76.4945
311,drug_6556,drug,True,26.6667,15.7563,72.4786
312,drug_9032,drug,True,10.0,3.5714,67.209
313,drug_6424,drug,True,82.6087,95.9526,88.4715
314,drug_3606,drug,True,87.3239,91.1305,94.5937
315,drug_4910,drug,True,39.1304,43.5615,81.8609
316,drug_9500,drug,False,8.8889,7.0922,69.1617
317,drug_333,drug,False,8.3333,2.8409,68.9472
318,drug_277,drug,False,19.7183,35.2339,70.3904
319,drug_5118,drug,True,70.9677,87.7861,87.3994
320,drug_8304,drug,True,85.7143,91.9155,92.4216
321,drug_7875,drug,True,58.8235,44.0708,75.6722
322,drug_1775,drug,True,54.1667,75.5606,88.6794
323,drug_7909,drug,True,66.6667,52.6196,83.1668
324,drug_7422,drug,True,7.1429,4.5732,63.8175
325,drug_1631,drug,False,18.1818,18.9461,68.7939
326,drug_4783,drug,True,29.6296,69.2668,74.9263
327,drug_2378,drug,True,73.0769,67.7566,90.6985
328,drug_6557,drug,True,90.9091,97.923,95.4987
329,drug_808,drug,False,38.2979,45.052,79.6456
330,drug_1954,drug,True,64.4444,77.1806,89.6495
331,drug_6589,drug,True,18.1818,6.3291,68.0772
332,drug_1827,drug,False,6.6667,14.0187,65.1945
333,drug_4871,drug,True,36.1111,46.7522,77.0453
334,drug_2541,drug,True,40.7583,67.8062,78.4399
335,drug_6370,drug,True,35.2941,71.8157,81.5033
336,drug_4831,drug,True,100.0,99.9927,100.0
337,drug_7853,drug,True,63.1579,87.8939,90.0111
338,drug_3562,drug,True,86.3636,93.0829,94.643
339,drug_9716,drug,True,38.0952,55.5556,77.7197
340,drug_2671,drug,False,23.0769,32.9048,75.7827
341,drug_8763,drug,True,36.7816,62.6838,80.7896
342,drug_8010,drug,True,75.0,98.2895,94.271
343,drug_1513,drug,True,90.4762,87.1051,96.2877
344,drug_5593,drug,True,35.5556,41.212,74.5734
345,drug_1974,drug,False,5.7143,1.8182,65.7287
346,drug_6963,drug,True,20.5128,21.2571,69.3579
347,drug_7768,drug,True,41.9355,48.6651,81.2168
348,drug_3751,drug,True,60.7143,75.3985,88.4109
349,drug_5315,drug,True,46.4286,73.0636,88.3776
350,drug_7150,drug,False,7.6923,2.5773,66.1686
351,drug_558,drug,True,57.1429,61.8235,83.709
352,drug_4728,drug,True,93.75,93.6389,97.2831
353,drug_2226,drug,True,65.1163,60.2693,89.5551
354,drug_5721,drug,True,100.0,99.9964,100.0
355,drug_9452,drug,False,17.6471,13.7395,72.1698
356,drug_7291,drug,True,67.5,85.2315,87.305
357,drug_2255,drug,False,31.5789,32.3565,79.0194
358,drug_2863,drug,True,6.4516,2.0921,62.221
359,drug_3368,drug,True,96.5517,96.5495,97.2873
360,drug_7210,drug,False,9.0909,4.1667,66.5399
361,drug_576,drug,True,55.0,82.1597,84.8936
362,drug_4928,drug,True,43.6364,60.0096,80.658
363,drug_8316,drug,True,98.6667,99.7226,99.2752
364,drug_856,drug,True,44.4444,61.6307,78.5724
365,drug_3001,drug,True,91.6667,85.4331,95.4228
366,drug_2263,drug,False,12.0482,10.436,65.8026
367,drug_646,drug,True,89.1892,97.6318,91.1781
368,drug_1836,drug,True,66.6667,52.4211,72.6277
369,drug_886,drug,True,22.2222,26.5203,80.3203
370,drug_6564,drug,True,82.1918,86.6087,91.4176
371,drug_8380,drug,True,54.5455,39.2593,78.5958
372,drug_8297,drug,True,75.6757,93.8228,86.1666
373,drug_345,drug,True,64.2857,72.5374,86.2556
374,drug_6480,drug,True,32.5581,41.1834,78.5096
375,drug_5841,drug,True,88.0,89.987,96.391
376,drug_736,drug,True,100.0,99.9624,100.0
377,drug_9541,drug,True,100.0,99.9987,100.0
378,drug_9659,drug,True,100.0,99.9986,100.0
379,drug_1885,drug,False,28.5714,28.3041,75.0383
380,drug_3494,drug,True,66.6667,56.6959,86.1675
381,drug_8313,drug,True,100.0,99.9772,100.0
382,drug_7476,drug,False,6.8966,2.2624,65.4598
383,drug_4263,drug,False,22.7273,55.1658,76.8986
384,drug_4524,drug,False,12.0,13.1579,71.8277
385,drug_6856,drug,False,25.0,30.0309,76.0935
386,drug_3281,drug,True,98.4127,99.6651,99.5273
387,drug_3134,drug,True,50.0,59.3875,83.4558
388,drug_9561,drug,True,75.0,62.4571,90.8628
389,drug_597,drug,True,52.381,70.1136,86.7112
390,drug_5035,drug,True,97.1429,94.8947,96.7489
391,drug_386,drug,False,13.4615,21.7545,70.5386
392,drug_801,drug,True,64.0,45.2676,83.8992
393,drug_8257,drug,True,73.3333,92.9402,89.6608
394,drug_1193,drug,True,18.3486,22.8165,66.1931
395,drug_3725,drug,False,8.0,4.7619,68.7675
396,drug_3742,drug,False,14.8148,4.9261,66.9054
397,drug_8002,drug,False,22.8571,27.4457,70.9014
398,drug_1540,drug,True,22.2222,6.8493,65.4177
399,drug_7683,drug,False,58.1818,64.5587,81.7326
400,drug_4192,drug,False,2.8571,0.8475,61.0106
401,drug_5905,drug,True,42.4779,70.9121,88.0979
402,drug_3076,drug,True,100.0,99.9953,100.0
403,drug_9388,drug,True,31.3725,64.4121,72.5138
404,drug_52,drug,False,19.1781,16.1712,69.2313
405,drug_2396,drug,False,2.2472,0.657,60.7827
406,drug_8517,drug,True,75.0,93.7229,87.127
407,drug_4749,drug,True,100.0,99.9711,100.0
408,drug_9248,drug,True,45.7143,70.1596,84.3193
409,drug_7022,drug,True,58.0645,76.1169,90.2784
410,drug_704,drug,True,85.7143,96.4398,96.1287
411,drug_8892,drug,False,13.1579,10.7674,69.9044
412,drug_1117,drug,True,60.8696,48.9272,90.0878
413,drug_5805,drug,True,18.75,35.4938,71.6404
414,drug_7478,drug,False,28.125,30.0251,73.6656
415,drug_81,drug,False,9.0909,3.1646,63.4226
416,drug_1484,drug,True,76.5957,94.2328,89.926
417,drug_1037,drug,True,6.4516,2.0921,65.715
418,drug_1697,drug,True,61.5385,47.0129,84.8615
419,drug_360,drug,True,48.2759,38.2576,80.8677
420,drug_1298,drug,True,83.3333,91.355,89.6788
421,drug_5692,drug,True,98.0392,99.5761,96.4474
422,drug_838,drug,True,100.0,99.9023,100.0
423,drug_1393,drug,False,21.7391,17.4101,73.3282
424,drug_9052,drug,False,11.7647,4.4248,66.4469
425,drug_5004,drug,False,36.0,46.2269,73.9762
426,drug_8742,drug,True,4.0,4.717,63.4344
427,drug_6050,drug,True,69.5652,88.8739,90.6761
428,drug_2534,drug,True,76.1905,81.5568,84.1249
429,drug_8128,drug,True,64.5161,50.0503,86.906
430,drug_1233,drug,True,50.0,43.7349,82.1734
431,drug_7935,drug,True,50.8475,59.5238,85.5207
432,drug_7131,drug,True,21.6216,20.5525,76.0723
433,drug_6090,drug,True,100.0,99.9953,100.0
434,drug_750,drug,True,82.7586,84.9094,95.1789
435,drug_447,drug,True,40.0,31.746,74.4019
436,drug_6011,drug,True,14.2857,5.814,71.7825
437,drug_6052,drug,False,10.0,3.5714,66.099
438,drug_4269,drug,False,10.1266,6.9638,67.1601
439,drug_8762,drug,True,94.1176,99.2032,97.9819
440,drug_450,drug,False,31.1111,32.9739,70.5872
441,drug_5630,drug,True,42.5532,37.905,84.6094
442,drug_3087,drug,False,46.1538,79.4305,84.7608
443,drug_8352,drug,True,48.3871,57.1011,85.8918
444,drug_2560,drug,True,69.3878,86.5489,91.8915
445,drug_1173,drug,True,100.0,99.9624,100.0
446,drug_9612,drug,False,4.3478,1.3369,64.8731
447,drug_7032,drug,True,96.7742,99.22,98.2754
448,drug_8952,drug,True,100.0,99.9989,100.0
449,drug_2276,drug,True,80.0,82.314,90.8802
450,drug_5842,drug,False,30.303,17.9116,79.221
451,drug_7490,drug,False,8.0,2.439,65.8499
452,drug_3797,drug,True,48.7805,51.6062,73.1812
453,drug_9238,drug,False,10.7143,15.625,68.3412
454,drug_4999,drug,True,41.6667,84.6545,87.245
455,drug_5813,drug,False,9.0909,3.1646,70.4879
456,drug_7249,drug,False,12.5,9.5176,66.4279
457,drug_3929,drug,True,42.5,48.5297,77.3127
458,drug_3710,drug,True,13.3333,5.2632,69.9455
459,drug_8906,drug,True,27.2727,16.9221,67.8231
460,drug_3603,drug,False,12.5,4.8077,65.3648
461,drug_1383,drug,False,7.4074,2.4631,67.325
462,drug_2371,drug,True,30.4348,74.4048,78.1692
463,drug_7663,drug,False,27.1429,51.5196,74.2783
464,drug_1219,drug,True,74.0741,67.7608,91.9857
465,drug_5178,drug,True,100.0,99.8542,100.0
466,drug_8543,drug,True,14.8148,21.1268,67.8992
467,drug_3851,drug,True,39.4161,66.3313,78.1466
468,drug_2153,drug,True,33.3333,21.3366,76.8575
469,drug_5411,drug,True,51.6129,36.9186,83.4232
470,drug_2743,drug,True,78.7879,67.3422,87.7078
471,drug_8630,drug,True,72.7273,94.9519,89.9772
472,drug_1137,drug,True,82.4561,88.4007,90.9829
473,drug_6021,drug,False,26.8293,29.9948,78.0283
474,drug_1735,drug,True,96.0,95.7778,98.5783
475,drug_675,drug,True,4.6512,1.4409,62.0461
476,drug_9338,drug,True,100.0,99.9927,100.0
477,drug_1901,drug,False,10.5263,6.7787,65.1037
478,drug_8566,drug,True,15.0538,47.7707,69.907
479,drug_1937,drug,True,5.5556,1.7606,63.9143
480,drug_9053,drug,False,15.3846,6.4935,72.4804
481,drug_5601,drug,True,96.4706,98.8182,98.5995
482,drug_7924,drug,False,21.7391,24.9552,74.7989
483,drug_1956,drug,False,6.4516,2.0921,66.3312
484,drug_6593,drug,True,6.4516,2.0921,69.2756
485,drug_2798,drug,True,100.0,99.9953,100.0
486,drug_7779,drug,True,17.8571,16.8833,76.0665
487,drug_3778,drug,True,100.0,99.9023,100.0
488,drug_8448,drug,True,22.9885,34.3464,75.4198
489,medicine_9947,medicine,True,35.0649,68.9004,79.1496
490,medicine_7069,medicine,True,17.7778,14.9254,70.7522
491,medicine_3876,medicine,True,100.0,99.9314,100.0
492,medicine_2923,medicine,True,37.2093,36.9458,81.3861
493,medicine_13721,medicine,True,41.3793,76.337,81.1564
494,medicine_6593,medicine,True,86.4865,84.3771,94.8762
495,medicine_11905,medicine,True,45.8333,77.968,79.6101
496,medicine_3308,medicine,True,55.5556,65.4054,87.9771
497,medicine_6665,medicine,True,79.1667,79.5717,90.5439
498,medicine_5091,medicine,True,76.0,65.3285,89.4993
499,medicine_9115,medicine,False,13.6364,27.1445,65.7193
500,medicine_950,medicine,True,50.0,35.352,83.8097
501,medicine_7794,medicine,True,57.6923,59.366,89.2677
502,medicine_6854,medicine,True,34.2857,68.8805,79.8135
503,medicine_9317,medicine,True,73.6842,79.5215,88.7842
504,medicine_2697,medicine,True,100.0,99.9772,100.0
505,medicine_10391,medicine,False,13.3333,5.2632,69.162
