row_index,sample_id,topic,question,first_gold_rank,hit_at_1,hit_at_3,hit_at_5,latency_s,retrieved_context_hashes
11,drug_261,drug,Nên làm gì nếu nghi ngờ bị dị ứng với thuốc Aceclofenac STADA?,1,True,True,True,0.05687269999907585,8a98a752c5450c5c66d5|9425221387ccafc5e84a|7e1ddacfd26d63b24de1|c5bb4d0cf43f2c36e94f|d0f5ce1740535935e91f
12,drug_4924,drug,"Trong quá trình sử dụng Barudon, nếu có bất kỳ phản ứng phụ nào thì người dùng cần làm gì?",1,True,True,True,0.0644109999993816,819d64aa0cab6cc2b410|e13a55428fe8a7140500|8a9217a3e625b7df3aaa|db7e7cb5f1556feab7bf|a07074063d848e038a30
13,drug_1508,drug,Sử dụng Aldactone (spironolactone) ở bệnh nhân mẫn cảm với spironolactone sẽ gây ra tác hại gì?,1,True,True,True,0.07175360000110231,45a6558462198ffb165a|64d53c0d3b8de4c26432|b645d7011eeb24a30be7|f0a848a32b99b92969bb|f887cb1289210f1ea209
14,drug_7191,drug,"Nếu tôi quên uống một liều Cardilopin, tôi nên làm gì?",,False,False,False,0.054814200000691926,a07074063d848e038a30|8e446cc4517db49cf9cc|c0e5762bd8f99504fe3a|a07074063d848e038a30|3118483da555f7b08fa2
15,drug_8244,drug,"Đối với trẻ em, cần chú ý gì khi sử dụng thuốc Cilzec?",,False,False,False,0.05899009999848204,30437212dc3d9a3efb18|98e9c122d5c001beef97|5a8c163fdcbc3bb83d2e|61011ff205768f49b73b|6fae63f32f0fc9713346
16,drug_3528,drug,Atarax tương tác với thuốc nào?,1,True,True,True,0.05397660000016913,c0f2cefa8fba9d5a0776|acad03ce28e3865d0ba9|fbf27bd3f373cdf01fca|efafa5a7ed234ce203db|cac13f0555bf60267778
17,drug_8923,drug,Những điều kiện nào cần thiết để bảo quản thuốc Comozol tốt nhất?,,False,False,False,0.06616049999865936,caa29448e8f0504a4c68|89b3bb3989387ba29122|0de503f6ff1f8cb64ae7|1371ea2c7f622e5cad5f|4bc0819ba0dab0363407
18,drug_2359,drug,Phải làm gì khi xuất hiện triệu chứng bất thường khi sử dụng thuốc Amitriptylin?,1,True,True,True,0.06956840000202646,ac69b622243c95396440|b42c4a91f93ad99c2c5d|4d8d806a2c2ba51e87c7|1c7cdcf893af4c756c92|267f4d2b28a28f2e0812
19,drug_9179,drug,"Nên lưu ý gì khi sử dụng thuốc Coversyl Plus với những người bị suy gan, suy thận?",4,False,False,True,0.0702095000015106,fee7dbcf06c34b6a7d33|993a2bb2b53823043c35|4af75fc228f59e59b63f|290e59e27020d9c81171|583bffbcd3ac2ca4476b
20,drug_3124,drug,Thuốc Argide được sử dụng trong những trường hợp nào khác?,,False,False,False,0.06009919999996782,08e8ad984906ec9ce46a|6f54299cabe55e10b6a6|c6c7a39baec014bed420|f11e7555417a1d148fb8|855c66eb618e7ea7c3f0
21,drug_9616,drug,Thuốc Depakin (valproic acid) có thể gây ra tác dụng phụ gì ở người cao tuổi?,4,False,False,True,0.07394369999747141,e04941d63f16fe810141|d2065f4fd6001ae15093|0f5fe59c49ef436f2ec4|a7d55b113f5d5369d3c0|b645d7011eeb24a30be7
22,drug_764,drug,Virus nào có độ nhạy mạnh nhất với Acyclovir Stada 200 mg?,1,True,True,True,0.06728030000158469,9dd5d493cb8fe86c0e0d|4eb51f084e60acfb269f|05e01c19f7b64cddc683|2d731edfebece30c8c15|90f6a6b028440dee5d85
23,drug_9473,drug,"Trước khi sử dụng thuốc Dalacin T, bệnh nhân cần làm gì?",,False,False,False,0.05422220000036759,9425221387ccafc5e84a|8cd757650540202b560f|61011ff205768f49b73b|6fae63f32f0fc9713346|c2e7b8044248b6aaaccc
24,drug_6755,drug,Trong một chai Calcigenol có chứa lượng Vitamin D2 là bao nhiêu?,1,True,True,True,0.05473610000262852,9ca517ec4a4b20e5c087|5fd1ab049bb93d544a29|fecceb6e291514fe506b|b8275dbb15b573293a6d|85dc4ceac2a3346c96b0
25,drug_8842,drug,Tôi có nên rửa tay trước khi sử dụng thuốc Combigan không?,1,True,True,True,0.05323300000236486,910bd2ea65b7da97ca61|a07074063d848e038a30|8f25bb9bfd451984a07a|b3875a6397c1933e3f73|44b4ac98c1a9295953b0
26,drug_2769,drug,An Cung Ngưu Hoàng Hoàn có thể dùng cho các trường hợp đột quỵ hay tai biến mạch máu não nào không?,1,True,True,True,0.06334020000213059,31c3cde39532d48265b5|d0a87564f55d5e4712bc|5ae8d2210897116285dd|8ccf2e4b8650e521daa9|9af53de377fa46036e36
27,drug_4260,drug,Người bệnh có thể dùng thuốc Avelox không nếu đang gặp vấn đề với tim?,,False,False,False,0.059813399999256944,2852bd0bbcbc3bba54a3|2a0a6d808d2de95d90be|9a642d72c4b2b2b4ee8c|ebb4a1ca95c4e083ca1f|bfe2dbad38aeb1aba01a
28,drug_4390,drug,Những đối tượng nào không được sử dụng thuốc trị viêm da axit salicylic có nồng độ trên 10%?,,False,False,False,0.07708950000233017,2e665a87c0ddde37f4c2|8a0a492e43f29d806c6e|e4f54c86cdc4d7bf95b0|337f488868a044fb633d|4af75fc228f59e59b63f
29,drug_1764,drug,Thuốc Alphalysosine được sử dụng để điều trị các trường hợp nào?,1,True,True,True,0.05037689999880968,2447fc42ab51be6d1a24|08e8ad984906ec9ce46a|9cd3c5b680dcb92ffd1d|2908a2a7302553870f09|d57cd038c7d76950dbe1
30,drug_2608,drug,Amoxycilin Vidipha được chỉ định dùng khi nào?,4,False,False,True,0.041485800000373274,98e9c122d5c001beef97|d064f133b6259706e78c|461987c0074a637587e6|a7730236c16528937cf1|617c66853b64e438667f
31,drug_7075,drug,Vì sao nên thận trọng khi dùng thuốc Carbocistein chung với các thuốc kháng kết tập tiểu cầu?,1,True,True,True,0.053244099999574246,a1cfb82039b895035b7d|acad03ce28e3865d0ba9|6567d54cd37873d0d157|e76c280fae57cdbd6086|402951022f3437455843
32,drug_1240,drug,Trong thành phần của thuốc Agiosmin 500mg có thành phần nào làm giảm sinh khả dụng của fexofenadin?,1,True,True,True,0.05805810000310885,b247059f7cf1a75ef4a9|e2462268c572961de8da|22ebf9d06b336efc3f4a|c3fe73a29ad4c092de09|127b18639e08dbda0546
33,drug_1560,drug,Khi nào nên dùng thuốc nhuận trường hoặc thuốc xổ trong trường hợp quá liều Algelstad?,1,True,True,True,0.049550099996849895,08e8ad984906ec9ce46a|44b4ac98c1a9295953b0|81a48a84f8a50bee28e7|edb189ae28e2491dc438|f11e7555417a1d148fb8
34,drug_1252,drug,Theo hướng dẫn bảo quản của Agiosmin 500mg thì thuốc nên được bảo quản ở nhiệt độ bao nhiêu?,1,True,True,True,0.052719300001626834,127b18639e08dbda0546|da9ab38cc970770a21ac|ed3bab4be5ad277c956a|ebebd479dbac039b94a8|855250f62a81924c03e3
35,drug_3649,drug,Bệnh nhân bị hẹp động mạch cảnh có triệu chứng có sử dụng Atidogrel được không?,1,True,True,True,0.061516300000221236,3d2f3ddd42bd10e1639f|faf7b2c1ed19d8aa617c|78e74ff58e818a9716ae|9af24bdbad734b230163|bfba66d97a419cad9a33
36,drug_2964,drug,Antimuc An Thiên có tác dụng gì?,1,True,True,True,0.05316020000100252,43195941463a0e1d5d82|ebe1bcca2a6013684b91|1fcaaa9bdf4a11df0871|fe46e1154239e4741847|74e5d8b2fde35e4d2285
37,drug_5778,drug,Bilgrel được sản xuất dưới dạng nào?,1,True,True,True,0.0473509000003105,bfba66d97a419cad9a33|b3f65b547db8332cb8bd|6cb30c8d3e211cd45253|92892d8ffc611882bb12|2653bad98b74a046436c
38,drug_8877,drug,Thuốc Comiaryl thường được dùng trong các trường hợp nào?,1,True,True,True,0.05142329999944195,855c66eb618e7ea7c3f0|ae3e1ebe820723efda40|397b7952a6ea9f8ccdb6|f11e7555417a1d148fb8|08e8ad984906ec9ce46a
39,drug_4387,drug,Những sản phẩm có chứa axit salicylic thường được bán ở đâu?,1,True,True,True,0.05575739999767393,6b5f949a0be416049b09|748a90c9b66bd3188020|26893d3ac6a77daa1409|d3b9a0b580441de3a008|508e6ba29f37b9a08606
40,drug_3161,drug,Thuốc trị huyết áp có tên là spironolacton có tương tác với Arginin hay không?,1,True,True,True,0.06407930000204942,8a276a839467a65a1ec5|64d53c0d3b8de4c26432|90d28cfb5b53a0e99c32|acad03ce28e3865d0ba9|dad1e7929a5f6388f27a
41,drug_5382,drug,Trong dạng bào chế của thuốc Berberin có bao nhiêu dạng?,,False,False,False,0.05319059999965248,b3f65b547db8332cb8bd|2b059a0e400ee8b2624d|c545e3117e2b4c98c8c1|5fd1ab049bb93d544a29|6b5f949a0be416049b09
42,drug_6138,drug,Bác sĩ sẽ làm gì khi kê thuốc Bluemint cho phụ nữ có thai hoặc mẹ cho con bú?,,False,False,False,0.05480050000187475,6dbed5c7db4625b0466c|b158004e431f98f4c34d|0aa6fcf9c3897183d05e|f08a2c5baf2322da367f|c00295825340ff362b3d
43,drug_8374,drug,"Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là bao nhiêu, uống mấy lần/ngày?",1,True,True,True,0.07012620000023162,ae8b3b3d2e0460cf121a|8ea12ab90fbff839ab30|5a6d021b92cf88a91378|2a018224cf60ea091a98|638ccf4e5fdf601e7be4
44,drug_9537,drug,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng bao nhiêu?,1,True,True,True,0.05727599999954691,937943782ded37f6bc6f|b4012293714828a88942|1b0d19ad509e015ee369|3aaf09bae8f49c95f82a|1fcac0177762d89e6fbb
45,drug_8944,drug,Làm thế nào để sử dụng thuốc Concor® hiệu quả?,1,True,True,True,0.05275629999960074,267f4d2b28a28f2e0812|cd3b85f9d46ef30987f2|1b0d19ad509e015ee369|ecec1fc4a4d19d34f2ef|92030cb410441ea2042e
46,drug_7069,drug,Trước hoặc sau ăn có ảnh hưởng đến hấp thu thuốc Carbocistein không?,1,True,True,True,0.05339470000035362,6f952b1dcc1bbc7906d5|415c41f98209c3c60e03|39303b3bd71fdecc5511|19991ce1fa786261c8aa|e675f8d9ed46dd380c2b
47,drug_3487,drug,Người bệnh nào nữa không được sử dụng thuốc Aspirin pH8?,2,False,True,True,0.04522930000166525,2e665a87c0ddde37f4c2|c29a00f7c5f192469260|2b12b88bbb5efbce9473|1b01ce6cbf5af941be6e|a1cfb82039b895035b7d
48,drug_7794,drug,Bệnh nào dùng thuốc Cenditan điều trị?,1,True,True,True,0.04738979999820003,0f0e1707bb5e4e33d0d6|9cd3c5b680dcb92ffd1d|267f4d2b28a28f2e0812|8d1d253b20c6e4f9859f|a07074063d848e038a30
49,drug_3577,drug,Phụ nữ mang thai có nên sử dụng thuốc chẹn thụ thể beta Atenolol TV.PHARM không?,1,True,True,True,0.06077690000165603,79e3f6faf7bdfe9ba1f4|d3b350f618c2c98f6e23|d3891c43d34dab4b9498|e8ba6f54b4e9516ab6a9|d46340b759e533304370
50,drug_4630,drug,Cần làm gì nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban?,1,True,True,True,0.06189449999874341,629706c4ed709a2e1b18|a5ec0e253311018405c4|3b4af02ac50d30ffa780|8ad53f997f483c8f71c7|5b355616a0e9ecb73fbb
51,drug_3282,drug,Thuốc Asevictoria Mediplantex được sản xuất như thế nào?,1,True,True,True,0.05519090000234428,07b56c9b487091f1d561|92892d8ffc611882bb12|db7e7cb5f1556feab7bf|a236bae69e63ee169485|fe46e1154239e4741847
52,drug_6413,drug,Người không nên dùng thuốc Broncho-Vaxom bao gồm những người nào?,1,True,True,True,0.06084019999980228,7c797ba5ead2c1b935fa|c424e1471c183059c122|a1cfb82039b895035b7d|993a2bb2b53823043c35|db7b214e12d176ee1ce6
53,drug_6035,drug,Phụ nữ mang thai có thể sử dụng Bisolvon 8mg không?,1,True,True,True,0.05537030000050436,7c8295d51747bb2267bc|d46340b759e533304370|b158004e431f98f4c34d|e8ba6f54b4e9516ab6a9|f08a2c5baf2322da367f
54,drug_5363,drug,Berberin Mộc Hương được sản xuất ở đâu?,1,True,True,True,0.05176890000075218,b3f65b547db8332cb8bd|b3875a6397c1933e3f73|89b3c0be567480d8ba1e|8b92796c413afc1b32f0|bd05742f95aa54b644cd
55,drug_7272,drug,Trong trường hợp nào nên chỉ định Cataflam (diclofenac)?,,False,False,False,0.055179700000735465,588bb86274a7bb5b1865|5bf8646956efc0435c4b|a1cfb82039b895035b7d|136d99b0156190b06eb4|c47055e42354ae9594fc
56,drug_1499,drug,Thuốc Aldactone có thể được sử dụng trong những trường hợp nào?,2,False,True,True,0.0526702999995905,64d53c0d3b8de4c26432|f0a848a32b99b92969bb|c6c7a39baec014bed420|6f54299cabe55e10b6a6|08e8ad984906ec9ce46a
57,drug_3527,drug,Thuốc khác có thể làm tăng thêm tác dụng của Atarax là gì?,1,True,True,True,0.058087900000828085,c0f2cefa8fba9d5a0776|64d53c0d3b8de4c26432|c6c7a39baec014bed420|b645d7011eeb24a30be7|4d8d806a2c2ba51e87c7
58,drug_9358,drug,"Khi sử dụng thuốc Curam quá liều, những triệu chứng nào có thể xảy ra?",,False,False,False,0.06083829999988666,eca5fa7b69366418ed67|c5ec1482d663325db2ac|06c9a0e64f474c78e149|4d8d806a2c2ba51e87c7|5a6d021b92cf88a91378
59,drug_8092,drug,Người có tiền sử bệnh tim mạch có dùng được Chronol không?,1,True,True,True,0.05288799999834737,3c5bf1d1f0a9fcf19fe2|c32e67d9bca34e8ab507|5bf8646956efc0435c4b|d3891c43d34dab4b9498|3d2f3ddd42bd10e1639f
60,drug_6551,drug,Khi sử dụng Bạch Hổ Hoạt Lạc Cao gặp phải phản ứng bất lợi thì thông báo cho ai?,,False,False,False,0.055770300001313444,8547ad40cea7ebd4faad|201fc4afa1696d517deb|5cb9d6b26a14db7a5659|ecdc8faa68e6bae9aef1|e13a55428fe8a7140500
61,drug_3219,drug,Địa điểm cần đến để được xử lý tình trạng quá liều Artreil là gì?,,False,False,False,0.057836100000713486,82bcbdfa75b4b4d7a1cb|0a4445e16f9adfc69886|ebca8d81495009644908|6fae63f32f0fc9713346|9dcdd32a361279b307ac
62,drug_2634,drug,Thuốc Ampelop có tác dụng gì?,2,False,True,True,0.048451599999680184,0bc735b2ca880c6daff8|b2c5800b14f1fe3ed9b0|4eb51f084e60acfb269f|4788f70c0c2318de13be|9dd5d493cb8fe86c0e0d
63,drug_3142,drug,Trong trường hợp nào cần bỏ qua liều Argide?,,False,False,False,0.04872170000089682,81a48a84f8a50bee28e7|ade045ee518b7b547ab7|a17489d10ad6bc5e4478|e9ea311fdad4ac97c87f|566a2a7080c42081838c
64,drug_4035,drug,Augbidil có thể ảnh hưởng đến hiệu quả của thuốc tránh thai dạng uống như thế nào?,1,True,True,True,0.06358929999987595,6216fc50745ea3fb224c|efafa5a7ed234ce203db|2246be7bad01b1f6ef8e|415c41f98209c3c60e03|68dfa2a6ed4a06822036
65,drug_8867,drug,Có nên sử dụng thuốc Combivent® trong thời kỳ cho con bú không?,1,True,True,True,0.054647499997372506,578ecb8fe625bbbe5fed|8bf8aeb5d1ac3dbf1cf3|7edcb39a58f4d1d4b346|60f0e6b6f5dcddcd2fb8|3a5925ba89518c16d876
66,drug_7660,drug,Thuốc Cefurich 500 là gì?,3,False,True,True,0.047578299996530404,481888df494f31e8319d|3924a8a9636ed80cdd0e|a410c7fd66266e8ace6c|5fd1ab049bb93d544a29|461987c0074a637587e6
67,drug_7073,drug,Thuốc Carbocistein có thể gây ra những tác dụng phụ phổ biến nào?,5,False,False,True,0.0586911999998847,a1cfb82039b895035b7d|2852bd0bbcbc3bba54a3|b645d7011eeb24a30be7|8547ad40cea7ebd4faad|71750219cdf398a66c32
68,drug_8766,drug,Phụ nữ nào cần lưu ý khi sử dụng thuốc Coldko?,1,True,True,True,0.04738720000023022,3fdbb4e7a7b7913fdef6|3a5925ba89518c16d876|31b467e75130dd5ec5d1|ecdc8faa68e6bae9aef1|6fae63f32f0fc9713346
69,drug_2312,drug,Tại sao người lái xe và vận hành máy móc nên tham khảo ý kiến bác sĩ trước khi sử dụng thuốc Amiparen 5 Otsuka?,1,True,True,True,0.06364830000165966,338c1c7d1b2536eb82c1|f08a2c5baf2322da367f|3b0ffcc95fb00020b51f|649d4ab38c8390ecbccf|10ad2f12b645ca15ed1d
70,drug_2366,drug,Amlodipin Domesco có thể được dùng cho bệnh nhân nào?,,False,False,False,0.04482730000017909,a236bae69e63ee169485|5ed028718e29a5c9f54e|2447fc42ab51be6d1a24|89b3bb3989387ba29122|689db3411203935e6103
71,drug_6812,drug,Sử dụng Calcium Corbiere Extra có hại cho phụ nữ mang thai và cho con bú không?,1,True,True,True,0.05494159999943804,e9ec9652cfa066ef5228|c00295825340ff362b3d|e0468f1ff7d561f0ce8f|b158004e431f98f4c34d|3a5925ba89518c16d876
72,drug_8834,drug,Combigan có thể được sử dụng cho đối tượng nào?,,False,False,False,0.04693029999907594,2a6382d34ac0e43798f2|d46340b759e533304370|a5f877b7bde3efbf0cfa|ecec1fc4a4d19d34f2ef|aeded648cd7695ba6730
73,drug_1732,drug,Thuốc AlphaDHG có thể gây ra những tác dụng phụ nào?,1,True,True,True,0.054011099997296697,5a6d021b92cf88a91378|d46340b759e533304370|c6c7a39baec014bed420|2852bd0bbcbc3bba54a3|22acdf27c921b4a90c2b
74,drug_6640,drug,Thuốc bổ thần kinh H5000 có tác dụng đối với những bệnh lý nào?,,False,False,False,0.05851919999986421,b4012293714828a88942|590f1d14be3749e69789|f887cb1289210f1ea209|c26f96785f5d4e1874b7|19edc6b170d7201f60f0
75,drug_9045,drug,Có bất kỳ tác dụng phụ nào khi sử dụng kem bôi da Cotilam không?,1,True,True,True,0.05747239999982412,39bf95051e1545bb6587|8f25bb9bfd451984a07a|5a76bed3fa55e5c2d1ab|629706c4ed709a2e1b18|819d64aa0cab6cc2b410
76,drug_7891,drug,Người mẹ sử dụng thuốc Ceritine thì có được cho con bú không?,1,True,True,True,0.05198960000052466,60f0e6b6f5dcddcd2fb8|c3a72ec15501e047d218|cc9b9fd00d86d7cb0545|b158004e431f98f4c34d|323f5381c3095807936d
77,drug_8618,drug,"Theo hướng dẫn sử dụng thuốc, nên dùng Clotrimazole như thế nào?",,False,False,False,0.053941499998472864,d1c845ad896231b78323|5a8c163fdcbc3bb83d2e|4d8d806a2c2ba51e87c7|689db3411203935e6103|a07074063d848e038a30
78,drug_6354,drug,Trường hợp nào cần phẫu thuật khi sử dụng Brodicef?,1,True,True,True,0.06329190000178642,0776943b9a5f7f36a210|8cd757650540202b560f|700ffea3a06c1058021f|2908a2a7302553870f09|f5d20450f4e5c021efe0
79,drug_9361,drug,"Nếu quên dùng thuốc Curam, tôi nên làm gì?",,False,False,False,0.053631299997505266,a07074063d848e038a30|3118483da555f7b08fa2|8ed386f40bebce6fee8a|f216cd0f718e171420aa|598d19214dd11a6e00b8
80,drug_7378,drug,"Trong quá trình sử dụng thuốc Cedipect F, nên làm gì nếu gặp tác dụng không mong muốn?",1,True,True,True,0.06337899999925867,0192ac7142d7621fea4c|8cd757650540202b560f|7c71d237882888de1a69|e13a55428fe8a7140500|aa141f124c79784cbb7d
81,drug_2942,drug,"Nếu không có ý định sử dụng thuốc Antanazol nữa, nên xử lý thuốc theo hướng dẫn được in ở đâu?",1,True,True,True,0.059680000002117595,855250f62a81924c03e3|3118483da555f7b08fa2|98e9c122d5c001beef97|cd3dcca31a1dd3f5d492|e76c280fae57cdbd6086
82,drug_6777,drug,Vì sao cần đặt Calcigenol xa tầm tay trẻ em?,1,True,True,True,0.049448100002337014,10ae1411ef618bf201a3|9ba5236f8781c4281a91|e4e30a3190d4f9cd5810|ff08b417c650fe9daf79|223bef18db8c88fad0c5
83,drug_2648,drug,Có các triệu chứng gì khi sử dụng quá liều Ampelop không?,1,True,True,True,0.05629590000171447,0bc735b2ca880c6daff8|eca5fa7b69366418ed67|4d8d806a2c2ba51e87c7|3f7ed1e2c83cf44f01ad|06c9a0e64f474c78e149
84,drug_7030,drug,"Khi quên một liều Captopril dùng đường uống, bạn nên làm gì?",1,True,True,True,0.05515680000098655,a17489d10ad6bc5e4478|c0e5762bd8f99504fe3a|81a48a84f8a50bee28e7|8e446cc4517db49cf9cc|5b840d3eb4f006724b68
85,drug_7850,drug,"Nêu tên một số vị thuốc có tác dụng hoạt huyết, hóa ứ trong Cerecaps?",1,True,True,True,0.06219789999886416,d101d23dd6a199371d23|fbf27bd3f373cdf01fca|84ad1bc3aef15514f671|79cc9befa358e64d41ed|9cd3c5b680dcb92ffd1d
86,drug_8819,drug,Combigan được sử dụng để điều trị bệnh gì?,1,True,True,True,0.054219499997998355,daee324fdaa6826609b9|9cd3c5b680dcb92ffd1d|a5f877b7bde3efbf0cfa|673380a21ebdd7bf6245|61011ff205768f49b73b
87,drug_1410,drug,"Theo đường tĩnh mạch hay đường uống, Albiomin được dùng theo cách nào?",5,False,False,True,0.06343619999825023,81e2f77a8c3ff395977e|b4cbae9981264f48296f|79cc9befa358e64d41ed|28b32cb27a0f50008c67|d697e5ce0c46435d7510
88,drug_6529,drug,Lưu ý quan trọng khi dùng thuốc Buscopan cho những bệnh nhân chưa được chẩn đoán và chưa được điều trị tăng nhãn áp là gì?,1,True,True,True,0.08010940000167466,723ebc94e65986f6bdbb|7e1cb36632b8eebeadd3|1fcaaa9bdf4a11df0871|5055f170909019d1609b|a07074063d848e038a30
89,drug_3330,drug,Liều dùng tối đa của Aspegic cho trẻ em dưới 30 tháng tuổi là bao nhiêu?,1,True,True,True,0.06361450000258628,92ac51a44edfd08ffc61|17904ee4fcc3275cbc69|c6cb422273bfd903cbc9|8ef898619b6ce89a14d1|2a018224cf60ea091a98
90,drug_7958,drug,Những đối tượng nào có vấn đề về thận cần cẩn trọng khi sử dụng Chalme?,1,True,True,True,0.06176059999779682,ff08b417c650fe9daf79|583bffbcd3ac2ca4476b|b13ed9a0b7eb268e22d1|12a050c471c51f9e8608|fee7dbcf06c34b6a7d33
91,drug_7759,drug,Tại sao CellCept được sử dụng cùng với cyclosporin và corticosteroid?,1,True,True,True,0.05427600000257371,fb83ba16167c795cd6e0|6bacee16917da3cb6034|15313d3dc2ec3e60dff7|f14a4efd73012c6e1556|a4e00d1e81960e9b3827
92,drug_9139,drug,Thuốc Coveram có tác dụng gì?,1,True,True,True,0.044185799997649156,3117d246873f94ca7768|4eb51f084e60acfb269f|0f5fe59c49ef436f2ec4|9dd5d493cb8fe86c0e0d|61011ff205768f49b73b
93,drug_7364,drug,Cedipect F không nên sử dụng đồng thời với những loại thuốc nào khác?,,False,False,False,0.0605204000021331,0192ac7142d7621fea4c|69ccee4ee806d9ce230b|c6c7a39baec014bed420|dfc88900c79d4ff0d876|0a458c0e005827086920
94,drug_4617,drug,"Trong trường hợp quên một liều thuốc B Complex C, cần làm gì?",,False,False,False,0.05343619999985094,81a48a84f8a50bee28e7|e9ea311fdad4ac97c87f|3118483da555f7b08fa2|ade045ee518b7b547ab7|566a2a7080c42081838c
95,drug_2329,drug,Mình có thể dùng Amitriptylin 25mg để điều trị bệnh tiểu không tự chủ không?,1,True,True,True,0.06099270000049728,2ea94edf8a7f3f18af58|6435bf1301f82bf9e735|77a93945e99465f2dae1|a5e210e261a9ba68288d|9034f9450496804ae130
96,drug_667,drug,Actapulgite cần được bảo quản như thế nào?,1,True,True,True,0.05845760000011069,3993ca3a2d08f2f3e5e8|89b3bb3989387ba29122|3002cca577c222c9bbcb|5cc09c5fcd0ceb2bad97|267f4d2b28a28f2e0812
97,drug_2616,drug,Rối loạn tiêu hoá nhẹ do Amoxycilin Vidipha có thể bao gồm những triệu chứng nào?,2,False,True,True,0.07357779999802005,9002f83b0782c76a6cf7|a27cb9e05b04eca6b9f4|8e7572c0b44ad8205bbd|5a6d021b92cf88a91378|a7730236c16528937cf1
98,drug_1114,drug,"Theo chỉ dẫn của nhà sản xuất, điều kiện bảo quản thuốc Agiclovir 5% Agimexpharm ra sao?",1,True,True,True,0.08906729999944218,da9ab38cc970770a21ac|6fef910f3254b5a540b6|ebebd479dbac039b94a8|68dfa2a6ed4a06822036|beb678d35390474042d6
99,drug_1911,drug,Alvesin được sử dụng bằng cách nào?,1,True,True,True,0.061340099997323705,5fd1ab049bb93d544a29|493c09f0ea9a0225ef8e|05e01c19f7b64cddc683|fb83ba16167c795cd6e0|3742d850eeeebb4331e9
