index,question,expected_source,first_gold_rank,hit@1,hit@3,hit@5,rr@5,latency_s,retrieved_sources
11,Hướng dẫn sử dụng thuốc hạ sốt Paracetamol cho người bệnh sốt xuất huyết Dengue như thế nào là đúng cách?,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf,2,0,1,1,0.5,0.11649309999484103,100316365.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf
12,"Tại sao tuyệt đối không sử dụng Aspirin, Analgin hoặc Ibuprofen để hạ sốt cho bệnh nhân nghi mắc sốt xuất huyết?",quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf,1,1,1,1,1.0,0.1270726000002469,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 100316365.pdf
13,Giai đoạn nguy hiểm của bệnh sốt xuất huyết Dengue thường rơi vào ngày thứ mấy và có nguy cơ gì?,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf,1,1,1,1,1.0,0.12061800000083167,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf
14,Tiêu chuẩn lâm sàng để một người bệnh sốt xuất huyết Dengue được xem xét cho xuất viện là gì?,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf,1,1,1,1,1.0,0.08451459999923827,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf
15,Các tác nhân vi rút đường ruột nào thường gặp gây nên bệnh tay chân miệng ở trẻ em?,17_ tay chân miệng.pdf,1,1,1,1,1.0,0.0956441000016639,17_ tay chân miệng.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 100316365.pdf | 17_ tay chân miệng.pdf
16,Biểu hiện loét miệng và phát ban ở da của bệnh tay chân miệng trong giai đoạn toàn phát diễn ra thế nào?,17_ tay chân miệng.pdf,1,1,1,1,1.0,0.0952051999993273,17_ tay chân miệng.pdf | 17_ tay chân miệng.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf
17,Trẻ mắc bệnh tay chân miệng phân độ 1 cần được xử trí điều trị ngoại trú và chăm sóc tại nhà như thế nào?,17_ tay chân miệng.pdf,4,0,0,1,0.25,0.09123430000181543,100316365.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf | 17_ tay chân miệng.pdf
18,Trẻ bị bệnh tay chân miệng điều trị ngoại trú cần được đưa đi tái khám định kỳ khi nào?,17_ tay chân miệng.pdf,2,0,1,1,0.5,0.09301589999813586,quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf | 100316365.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | 17_ tay chân miệng.pdf
19,Những dấu hiệu nặng nào ở trẻ mắc tay chân miệng phân độ 1 cần cha mẹ đưa đi bệnh viện cấp cứu ngay?,17_ tay chân miệng.pdf,1,1,1,1,1.0,0.10766980000335025,17_ tay chân miệng.pdf | 100316365.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf | quyet-dinh-2760-byt-huong-dan-chan-doan-dieu-tri-sot-xuat-huyet-dengue.pdf
20,Các biện pháp kiểm soát nhiễm khuẩn và phòng bệnh tay chân miệng hiệu quả tại cộng đồng là gì?,17_ tay chân miệng.pdf,2,0,1,1,0.5,0.09620439999707742,100316365.pdf | 17_ tay chân miệng.pdf | 17_ tay chân miệng.pdf | 17_ tay chân miệng.pdf | 17_ tay chân miệng.pdf
