question_id,row_index,sample_id,topic,question,query_profile,selected_alpha,gold_context_hash,chunk_size,chunk_overlap,gold_rank,hit_at_1,hit_at_3,hit_at_5,rr_at_5,latency_seconds,retrieved_context_hashes
Q0012,11,drug_261,drug,Nên làm gì nếu nghi ngờ bị dị ứng với thuốc Aceclofenac STADA?,semantic,0.3,8a98a752c5450c5c66d5,1000,200,1,1,1,1,1.0,0.06242289999863715,8a98a752c5450c5c66d5|9425221387ccafc5e84a|7e1ddacfd26d63b24de1|d0f5ce1740535935e91f|454b79a83aa07ffee959
Q0013,12,drug_4924,drug,"Trong quá trình sử dụng Barudon, nếu có bất kỳ phản ứng phụ nào thì người dùng cần làm gì?",semantic,0.3,819d64aa0cab6cc2b410,1000,200,1,1,1,1,1.0,0.07963989999916521,819d64aa0cab6cc2b410|e13a55428fe8a7140500|8a9217a3e625b7df3aaa|db7e7cb5f1556feab7bf|1edfc3056b33466cdb07
Q0014,13,drug_1508,drug,Sử dụng Aldactone (spironolactone) ở bệnh nhân mẫn cảm với spironolactone sẽ gây ra tác hại gì?,noisy_conversational,0.3,45a6558462198ffb165a,1000,200,1,1,1,1,1.0,0.08509069999854546,45a6558462198ffb165a|64d53c0d3b8de4c26432|b645d7011eeb24a30be7|f0a848a32b99b92969bb|f887cb1289210f1ea209
Q0015,14,drug_7191,drug,"Nếu tôi quên uống một liều Cardilopin, tôi nên làm gì?",quantitative,0.4,65c53fc7870b65e94f82,1000,200,0,0,0,0,0.0,0.0634425000025658,a07074063d848e038a30|8e446cc4517db49cf9cc|a07074063d848e038a30|3118483da555f7b08fa2|c0e5762bd8f99504fe3a
Q0016,15,drug_8244,drug,"Đối với trẻ em, cần chú ý gì khi sử dụng thuốc Cilzec?",semantic,0.3,583bffbcd3ac2ca4476b,1000,200,3,0,1,1,0.3333333333333333,0.06723300000157906,30437212dc3d9a3efb18|98e9c122d5c001beef97|583bffbcd3ac2ca4476b|61011ff205768f49b73b|6fae63f32f0fc9713346
Q0017,16,drug_3528,drug,Atarax tương tác với thuốc nào?,semantic,0.3,c0f2cefa8fba9d5a0776,1000,200,1,1,1,1,1.0,0.048942499997792765,c0f2cefa8fba9d5a0776|c0f2cefa8fba9d5a0776|acad03ce28e3865d0ba9|fbf27bd3f373cdf01fca|efafa5a7ed234ce203db
Q0018,17,drug_8923,drug,Những điều kiện nào cần thiết để bảo quản thuốc Comozol tốt nhất?,semantic,0.3,849cde4140e49b4901f4,1000,200,0,0,0,0,0.0,0.06141420000130893,89b3bb3989387ba29122|caa29448e8f0504a4c68|0de503f6ff1f8cb64ae7|1371ea2c7f622e5cad5f|4bc0819ba0dab0363407
Q0019,18,drug_2359,drug,Phải làm gì khi xuất hiện triệu chứng bất thường khi sử dụng thuốc Amitriptylin?,semantic,0.3,ac69b622243c95396440,1000,200,1,1,1,1,1.0,0.0671526999976777,ac69b622243c95396440|b42c4a91f93ad99c2c5d|4d8d806a2c2ba51e87c7|1c7cdcf893af4c756c92|267f4d2b28a28f2e0812
Q0020,19,drug_9179,drug,"Nên lưu ý gì khi sử dụng thuốc Coversyl Plus với những người bị suy gan, suy thận?",semantic,0.3,290e59e27020d9c81171,1000,200,0,0,0,0,0.0,0.069206000000122,fee7dbcf06c34b6a7d33|993a2bb2b53823043c35|4af75fc228f59e59b63f|b80fabed1a5d9e6ec2ae|583bffbcd3ac2ca4476b
Q0021,20,drug_3124,drug,Thuốc Argide được sử dụng trong những trường hợp nào khác?,semantic,0.3,46c0b34cab6887c27066,1000,200,0,0,0,0,0.0,0.061347099999693455,08e8ad984906ec9ce46a|f11e7555417a1d148fb8|c6c7a39baec014bed420|6f54299cabe55e10b6a6|855c66eb618e7ea7c3f0
Q0022,21,drug_9616,drug,Thuốc Depakin (valproic acid) có thể gây ra tác dụng phụ gì ở người cao tuổi?,semantic,0.3,a7d55b113f5d5369d3c0,1000,200,5,0,0,1,0.2,0.06582559999878868,e04941d63f16fe810141|d2065f4fd6001ae15093|0f5fe59c49ef436f2ec4|b645d7011eeb24a30be7|a7d55b113f5d5369d3c0
Q0023,22,drug_764,drug,Virus nào có độ nhạy mạnh nhất với Acyclovir Stada 200 mg?,quantitative,0.4,9dd5d493cb8fe86c0e0d,1000,200,1,1,1,1,1.0,0.0675106999988202,9dd5d493cb8fe86c0e0d|4eb51f084e60acfb269f|05e01c19f7b64cddc683|2d731edfebece30c8c15|90f6a6b028440dee5d85
Q0024,23,drug_9473,drug,"Trước khi sử dụng thuốc Dalacin T, bệnh nhân cần làm gì?",semantic,0.3,5cd728935ffaf095c7dd,1000,200,0,0,0,0,0.0,0.06106530000033672,9425221387ccafc5e84a|8cd757650540202b560f|61011ff205768f49b73b|6fae63f32f0fc9713346|c2e7b8044248b6aaaccc
Q0025,24,drug_6755,drug,Trong một chai Calcigenol có chứa lượng Vitamin D2 là bao nhiêu?,quantitative,0.4,9ca517ec4a4b20e5c087,1000,200,1,1,1,1,1.0,0.05912800000078278,9ca517ec4a4b20e5c087|5fd1ab049bb93d544a29|fecceb6e291514fe506b|fecceb6e291514fe506b|b8275dbb15b573293a6d
Q0026,25,drug_8842,drug,Tôi có nên rửa tay trước khi sử dụng thuốc Combigan không?,noisy_conversational,0.3,910bd2ea65b7da97ca61,1000,200,1,1,1,1,1.0,0.057359599999472266,910bd2ea65b7da97ca61|a07074063d848e038a30|8f25bb9bfd451984a07a|b3875a6397c1933e3f73|855250f62a81924c03e3
Q0027,26,drug_2769,drug,An Cung Ngưu Hoàng Hoàn có thể dùng cho các trường hợp đột quỵ hay tai biến mạch máu não nào không?,noisy_conversational,0.3,31c3cde39532d48265b5,1000,200,1,1,1,1,1.0,0.07679790000111097,31c3cde39532d48265b5|d0a87564f55d5e4712bc|5ae8d2210897116285dd|8ccf2e4b8650e521daa9|02db9ebe9bb0d4a18ece
Q0028,27,drug_4260,drug,Người bệnh có thể dùng thuốc Avelox không nếu đang gặp vấn đề với tim?,noisy_conversational,0.3,21dde1387c50d298e643,1000,200,0,0,0,0,0.0,0.05543500000203494,2852bd0bbcbc3bba54a3|ebb4a1ca95c4e083ca1f|9a642d72c4b2b2b4ee8c|2a0a6d808d2de95d90be|73799f0272e88c0804d0
Q0029,28,drug_4390,drug,Những đối tượng nào không được sử dụng thuốc trị viêm da axit salicylic có nồng độ trên 10%?,noisy_conversational,0.3,b48b7ab2c2654872569e,1000,200,0,0,0,0,0.0,0.07799169999998412,2e665a87c0ddde37f4c2|e4f54c86cdc4d7bf95b0|8a0a492e43f29d806c6e|337f488868a044fb633d|9860a4f936121f18a840
Q0030,29,drug_1764,drug,Thuốc Alphalysosine được sử dụng để điều trị các trường hợp nào?,semantic,0.3,2447fc42ab51be6d1a24,1000,200,1,1,1,1,1.0,0.058006299997941824,2447fc42ab51be6d1a24|08e8ad984906ec9ce46a|9cd3c5b680dcb92ffd1d|3119b75eb21e04203324|855c66eb618e7ea7c3f0
Q0031,30,drug_2608,drug,Amoxycilin Vidipha được chỉ định dùng khi nào?,semantic,0.3,a7730236c16528937cf1,1000,200,4,0,0,1,0.25,0.04538719999982277,98e9c122d5c001beef97|d064f133b6259706e78c|461987c0074a637587e6|a7730236c16528937cf1|617c66853b64e438667f
Q0032,31,drug_7075,drug,Vì sao nên thận trọng khi dùng thuốc Carbocistein chung với các thuốc kháng kết tập tiểu cầu?,semantic,0.3,a1cfb82039b895035b7d,1000,200,1,1,1,1,1.0,0.06743509999796515,a1cfb82039b895035b7d|acad03ce28e3865d0ba9|6567d54cd37873d0d157|e76c280fae57cdbd6086|402951022f3437455843
Q0033,32,drug_1240,drug,Trong thành phần của thuốc Agiosmin 500mg có thành phần nào làm giảm sinh khả dụng của fexofenadin?,quantitative,0.4,b247059f7cf1a75ef4a9,1000,200,1,1,1,1,1.0,0.06896789999882458,b247059f7cf1a75ef4a9|e2462268c572961de8da|22ebf9d06b336efc3f4a|c3fe73a29ad4c092de09|127b18639e08dbda0546
Q0034,33,drug_1560,drug,Khi nào nên dùng thuốc nhuận trường hoặc thuốc xổ trong trường hợp quá liều Algelstad?,quantitative,0.4,08e8ad984906ec9ce46a,1000,200,1,1,1,1,1.0,0.05989960000079009,08e8ad984906ec9ce46a|44b4ac98c1a9295953b0|81a48a84f8a50bee28e7|edb189ae28e2491dc438|f11e7555417a1d148fb8
Q0035,34,drug_1252,drug,Theo hướng dẫn bảo quản của Agiosmin 500mg thì thuốc nên được bảo quản ở nhiệt độ bao nhiêu?,quantitative,0.4,127b18639e08dbda0546,1000,200,1,1,1,1,1.0,0.06778320000012172,127b18639e08dbda0546|da9ab38cc970770a21ac|ed3bab4be5ad277c956a|855250f62a81924c03e3|ebebd479dbac039b94a8
Q0036,35,drug_3649,drug,Bệnh nhân bị hẹp động mạch cảnh có triệu chứng có sử dụng Atidogrel được không?,noisy_conversational,0.3,3d2f3ddd42bd10e1639f,1000,200,1,1,1,1,1.0,0.06648039999708999,3d2f3ddd42bd10e1639f|faf7b2c1ed19d8aa617c|78e74ff58e818a9716ae|9af24bdbad734b230163|2908a2a7302553870f09
Q0037,36,drug_2964,drug,Antimuc An Thiên có tác dụng gì?,semantic,0.3,43195941463a0e1d5d82,1000,200,1,1,1,1,1.0,0.046793600002274616,43195941463a0e1d5d82|ebe1bcca2a6013684b91|1fcaaa9bdf4a11df0871|fe46e1154239e4741847|74e5d8b2fde35e4d2285
Q0038,37,drug_5778,drug,Bilgrel được sản xuất dưới dạng nào?,noisy_conversational,0.3,bfba66d97a419cad9a33,1000,200,1,1,1,1,1.0,0.054993999998259824,bfba66d97a419cad9a33|b3f65b547db8332cb8bd|6cb30c8d3e211cd45253|92892d8ffc611882bb12|2653bad98b74a046436c
Q0039,38,drug_8877,drug,Thuốc Comiaryl thường được dùng trong các trường hợp nào?,semantic,0.3,855c66eb618e7ea7c3f0,1000,200,1,1,1,1,1.0,0.05807979999735835,855c66eb618e7ea7c3f0|ae3e1ebe820723efda40|397b7952a6ea9f8ccdb6|f11e7555417a1d148fb8|08e8ad984906ec9ce46a
Q0040,39,drug_4387,drug,Những sản phẩm có chứa axit salicylic thường được bán ở đâu?,semantic,0.3,6b5f949a0be416049b09,1000,200,1,1,1,1,1.0,0.061415299998770934,6b5f949a0be416049b09|d3b9a0b580441de3a008|26893d3ac6a77daa1409|748a90c9b66bd3188020|92892d8ffc611882bb12
Q0041,40,drug_3161,drug,Thuốc trị huyết áp có tên là spironolacton có tương tác với Arginin hay không?,noisy_conversational,0.3,8a276a839467a65a1ec5,1000,200,1,1,1,1,1.0,0.06336759999976493,8a276a839467a65a1ec5|64d53c0d3b8de4c26432|90d28cfb5b53a0e99c32|acad03ce28e3865d0ba9|dad1e7929a5f6388f27a
Q0042,41,drug_5382,drug,Trong dạng bào chế của thuốc Berberin có bao nhiêu dạng?,quantitative,0.4,08d57bae3a1f2efd42d8,1000,200,0,0,0,0,0.0,0.050539599997136975,b3f65b547db8332cb8bd|2b059a0e400ee8b2624d|c545e3117e2b4c98c8c1|6b5f949a0be416049b09|5fd1ab049bb93d544a29
Q0043,42,drug_6138,drug,Bác sĩ sẽ làm gì khi kê thuốc Bluemint cho phụ nữ có thai hoặc mẹ cho con bú?,semantic,0.3,8228428b5e4e0d007ca1,1000,200,0,0,0,0,0.0,0.05944649999946705,6dbed5c7db4625b0466c|b158004e431f98f4c34d|0aa6fcf9c3897183d05e|f08a2c5baf2322da367f|c00295825340ff362b3d
Q0044,43,drug_8374,drug,"Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là bao nhiêu, uống mấy lần/ngày?",quantitative,0.4,ae8b3b3d2e0460cf121a,1000,200,1,1,1,1,1.0,0.08259629999884055,ae8b3b3d2e0460cf121a|8ea12ab90fbff839ab30|f0a5724e4dbe9b80f7a4|2a018224cf60ea091a98|638ccf4e5fdf601e7be4
Q0045,44,drug_9537,drug,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng bao nhiêu?,quantitative,0.4,937943782ded37f6bc6f,1000,200,1,1,1,1,1.0,0.06741510000210837,937943782ded37f6bc6f|58c79ba06ad164b94c4b|1b0d19ad509e015ee369|3aaf09bae8f49c95f82a|b4012293714828a88942
Q0046,45,drug_8944,drug,Làm thế nào để sử dụng thuốc Concor® hiệu quả?,semantic,0.3,267f4d2b28a28f2e0812,1000,200,1,1,1,1,1.0,0.05824589999974705,267f4d2b28a28f2e0812|cd3b85f9d46ef30987f2|1b0d19ad509e015ee369|ecec1fc4a4d19d34f2ef|a07074063d848e038a30
Q0047,46,drug_7069,drug,Trước hoặc sau ăn có ảnh hưởng đến hấp thu thuốc Carbocistein không?,noisy_conversational,0.3,6f952b1dcc1bbc7906d5,1000,200,1,1,1,1,1.0,0.05635960000290652,6f952b1dcc1bbc7906d5|415c41f98209c3c60e03|39303b3bd71fdecc5511|e675f8d9ed46dd380c2b|19991ce1fa786261c8aa
Q0048,47,drug_3487,drug,Người bệnh nào nữa không được sử dụng thuốc Aspirin pH8?,exact_lexical,0.2,c29a00f7c5f192469260,1000,200,2,0,1,1,0.5,0.05359900000257767,2e665a87c0ddde37f4c2|c29a00f7c5f192469260|1b01ce6cbf5af941be6e|07b56c9b487091f1d561|2b12b88bbb5efbce9473
Q0049,48,drug_7794,drug,Bệnh nào dùng thuốc Cenditan điều trị?,semantic,0.3,0f0e1707bb5e4e33d0d6,1000,200,1,1,1,1,1.0,0.049561899999389425,0f0e1707bb5e4e33d0d6|267f4d2b28a28f2e0812|9cd3c5b680dcb92ffd1d|8d1d253b20c6e4f9859f|a07074063d848e038a30
Q0050,49,drug_3577,drug,Phụ nữ mang thai có nên sử dụng thuốc chẹn thụ thể beta Atenolol TV.PHARM không?,noisy_conversational,0.3,79e3f6faf7bdfe9ba1f4,1000,200,1,1,1,1,1.0,0.0652059999993071,79e3f6faf7bdfe9ba1f4|d3b350f618c2c98f6e23|d3891c43d34dab4b9498|2852bd0bbcbc3bba54a3|d46340b759e533304370
Q0051,50,drug_4630,drug,Cần làm gì nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban?,noisy_conversational,0.3,629706c4ed709a2e1b18,1000,200,1,1,1,1,1.0,0.06382989999838173,629706c4ed709a2e1b18|a5ec0e253311018405c4|3b4af02ac50d30ffa780|8ad53f997f483c8f71c7|5b355616a0e9ecb73fbb
Q0052,51,drug_3282,drug,Thuốc Asevictoria Mediplantex được sản xuất như thế nào?,semantic,0.3,07b56c9b487091f1d561,1000,200,1,1,1,1,1.0,0.05243229999905452,07b56c9b487091f1d561|07b56c9b487091f1d561|92892d8ffc611882bb12|db7e7cb5f1556feab7bf|713826e30d5b3856bea0
Q0053,52,drug_6413,drug,Người không nên dùng thuốc Broncho-Vaxom bao gồm những người nào?,noisy_conversational,0.3,7c797ba5ead2c1b935fa,1000,200,1,1,1,1,1.0,0.06112740000025951,7c797ba5ead2c1b935fa|c424e1471c183059c122|a1cfb82039b895035b7d|993a2bb2b53823043c35|db7b214e12d176ee1ce6
Q0054,53,drug_6035,drug,Phụ nữ mang thai có thể sử dụng Bisolvon 8mg không?,quantitative,0.4,7c8295d51747bb2267bc,1000,200,1,1,1,1,1.0,0.05235739999989164,7c8295d51747bb2267bc|d46340b759e533304370|b158004e431f98f4c34d|e8ba6f54b4e9516ab6a9|f08a2c5baf2322da367f
Q0055,54,drug_5363,drug,Berberin Mộc Hương được sản xuất ở đâu?,semantic,0.3,b3f65b547db8332cb8bd,1000,200,1,1,1,1,1.0,0.05433880000055069,b3f65b547db8332cb8bd|b3875a6397c1933e3f73|89b3c0be567480d8ba1e|8b92796c413afc1b32f0|bd05742f95aa54b644cd
Q0056,55,drug_7272,drug,Trong trường hợp nào nên chỉ định Cataflam (diclofenac)?,semantic,0.3,d91649dbe57858f14412,1000,200,0,0,0,0,0.0,0.06186320000051637,588bb86274a7bb5b1865|5bf8646956efc0435c4b|a1cfb82039b895035b7d|136d99b0156190b06eb4|c47055e42354ae9594fc
Q0057,56,drug_1499,drug,Thuốc Aldactone có thể được sử dụng trong những trường hợp nào?,semantic,0.3,f0a848a32b99b92969bb,1000,200,2,0,1,1,0.5,0.06809210000210442,64d53c0d3b8de4c26432|f0a848a32b99b92969bb|c6c7a39baec014bed420|6f54299cabe55e10b6a6|b645d7011eeb24a30be7
Q0058,57,drug_3527,drug,Thuốc khác có thể làm tăng thêm tác dụng của Atarax là gì?,semantic,0.3,c0f2cefa8fba9d5a0776,1000,200,1,1,1,1,1.0,0.06551530000069761,c0f2cefa8fba9d5a0776|c0f2cefa8fba9d5a0776|64d53c0d3b8de4c26432|c6c7a39baec014bed420|b645d7011eeb24a30be7
Q0059,58,drug_9358,drug,"Khi sử dụng thuốc Curam quá liều, những triệu chứng nào có thể xảy ra?",quantitative,0.4,9f5d3ad36bf3834f0f5e,1000,200,0,0,0,0,0.0,0.06896760000017821,eca5fa7b69366418ed67|c5ec1482d663325db2ac|06c9a0e64f474c78e149|4d8d806a2c2ba51e87c7|6ae5c1ca4e285a184eaa
Q0060,59,drug_8092,drug,Người có tiền sử bệnh tim mạch có dùng được Chronol không?,noisy_conversational,0.3,3c5bf1d1f0a9fcf19fe2,1000,200,1,1,1,1,1.0,0.06022619999930612,3c5bf1d1f0a9fcf19fe2|c32e67d9bca34e8ab507|5bf8646956efc0435c4b|d3891c43d34dab4b9498|3d2f3ddd42bd10e1639f
Q0061,60,drug_6551,drug,Khi sử dụng Bạch Hổ Hoạt Lạc Cao gặp phải phản ứng bất lợi thì thông báo cho ai?,noisy_conversational,0.3,8a9217a3e625b7df3aaa,1000,200,0,0,0,0,0.0,0.06170429999838234,8547ad40cea7ebd4faad|201fc4afa1696d517deb|5cb9d6b26a14db7a5659|ecdc8faa68e6bae9aef1|e13a55428fe8a7140500
Q0062,61,drug_3219,drug,Địa điểm cần đến để được xử lý tình trạng quá liều Artreil là gì?,quantitative,0.4,a9b136daaeeb6671b2aa,1000,200,0,0,0,0,0.0,0.06893990000025951,82bcbdfa75b4b4d7a1cb|0a4445e16f9adfc69886|ebca8d81495009644908|8e7572c0b44ad8205bbd|9dcdd32a361279b307ac
Q0063,62,drug_2634,drug,Thuốc Ampelop có tác dụng gì?,semantic,0.3,b2c5800b14f1fe3ed9b0,1000,200,2,0,1,1,0.5,0.05542229999991832,0bc735b2ca880c6daff8|b2c5800b14f1fe3ed9b0|4788f70c0c2318de13be|b2c5800b14f1fe3ed9b0|4eb51f084e60acfb269f
Q0064,63,drug_3142,drug,Trong trường hợp nào cần bỏ qua liều Argide?,quantitative,0.4,f216cd0f718e171420aa,1000,200,0,0,0,0,0.0,0.05279990000053658,81a48a84f8a50bee28e7|a17489d10ad6bc5e4478|ade045ee518b7b547ab7|a17489d10ad6bc5e4478|e9ea311fdad4ac97c87f
Q0065,64,drug_4035,drug,Augbidil có thể ảnh hưởng đến hiệu quả của thuốc tránh thai dạng uống như thế nào?,noisy_conversational,0.3,6216fc50745ea3fb224c,1000,200,1,1,1,1,1.0,0.06977050000205054,6216fc50745ea3fb224c|efafa5a7ed234ce203db|2246be7bad01b1f6ef8e|415c41f98209c3c60e03|68dfa2a6ed4a06822036
Q0066,65,drug_8867,drug,Có nên sử dụng thuốc Combivent® trong thời kỳ cho con bú không?,noisy_conversational,0.3,578ecb8fe625bbbe5fed,1000,200,1,1,1,1,1.0,0.061402400002407376,578ecb8fe625bbbe5fed|8bf8aeb5d1ac3dbf1cf3|7edcb39a58f4d1d4b346|60f0e6b6f5dcddcd2fb8|3a5925ba89518c16d876
Q0067,66,drug_7660,drug,Thuốc Cefurich 500 là gì?,semantic,0.3,a410c7fd66266e8ace6c,1000,200,3,0,1,1,0.3333333333333333,0.05343690000154311,481888df494f31e8319d|3924a8a9636ed80cdd0e|a410c7fd66266e8ace6c|5fd1ab049bb93d544a29|461987c0074a637587e6
Q0068,67,drug_7073,drug,Thuốc Carbocistein có thể gây ra những tác dụng phụ phổ biến nào?,semantic,0.3,71750219cdf398a66c32,1000,200,5,0,0,1,0.2,0.06243470000117668,a1cfb82039b895035b7d|b645d7011eeb24a30be7|8547ad40cea7ebd4faad|2852bd0bbcbc3bba54a3|71750219cdf398a66c32
Q0069,68,drug_8766,drug,Phụ nữ nào cần lưu ý khi sử dụng thuốc Coldko?,semantic,0.3,3fdbb4e7a7b7913fdef6,1000,200,1,1,1,1,1.0,0.051301299998158356,3fdbb4e7a7b7913fdef6|3a5925ba89518c16d876|31b467e75130dd5ec5d1|4af75fc228f59e59b63f|6fae63f32f0fc9713346
Q0070,69,drug_2312,drug,Tại sao người lái xe và vận hành máy móc nên tham khảo ý kiến bác sĩ trước khi sử dụng thuốc Amiparen 5 Otsuka?,noisy_conversational,0.3,338c1c7d1b2536eb82c1,1000,200,1,1,1,1,1.0,0.08329220000086934,338c1c7d1b2536eb82c1|f08a2c5baf2322da367f|3b0ffcc95fb00020b51f|649d4ab38c8390ecbccf|10ad2f12b645ca15ed1d
Q0071,70,drug_2366,drug,Amlodipin Domesco có thể được dùng cho bệnh nhân nào?,semantic,0.3,000e193feb6bcc95209a,1000,200,0,0,0,0,0.0,0.05639010000231792,a236bae69e63ee169485|5ed028718e29a5c9f54e|2447fc42ab51be6d1a24|89b3bb3989387ba29122|689db3411203935e6103
Q0072,71,drug_6812,drug,Sử dụng Calcium Corbiere Extra có hại cho phụ nữ mang thai và cho con bú không?,noisy_conversational,0.3,e9ec9652cfa066ef5228,1000,200,1,1,1,1,1.0,0.06378110000150627,e9ec9652cfa066ef5228|c00295825340ff362b3d|e0468f1ff7d561f0ce8f|b158004e431f98f4c34d|3a5925ba89518c16d876
Q0073,72,drug_8834,drug,Combigan có thể được sử dụng cho đối tượng nào?,semantic,0.3,a2f30eda7a48a89f7fc2,1000,200,0,0,0,0,0.0,0.061768100000335835,2a6382d34ac0e43798f2|d46340b759e533304370|a5f877b7bde3efbf0cfa|ecec1fc4a4d19d34f2ef|aeded648cd7695ba6730
Q0074,73,drug_1732,drug,Thuốc AlphaDHG có thể gây ra những tác dụng phụ nào?,semantic,0.3,5a6d021b92cf88a91378,1000,200,1,1,1,1,1.0,0.06360829999903217,5a6d021b92cf88a91378|d46340b759e533304370|c6c7a39baec014bed420|22acdf27c921b4a90c2b|8547ad40cea7ebd4faad
Q0075,74,drug_6640,drug,Thuốc bổ thần kinh H5000 có tác dụng đối với những bệnh lý nào?,semantic,0.3,c800c017975b7d123b44,1000,200,0,0,0,0,0.0,0.05816680000134511,b4012293714828a88942|0a6c0ae7de5b920b3afb|19edc6b170d7201f60f0|590f1d14be3749e69789|f887cb1289210f1ea209
Q0076,75,drug_9045,drug,Có bất kỳ tác dụng phụ nào khi sử dụng kem bôi da Cotilam không?,noisy_conversational,0.3,39bf95051e1545bb6587,1000,200,1,1,1,1,1.0,0.054182800002308795,39bf95051e1545bb6587|8f25bb9bfd451984a07a|5a76bed3fa55e5c2d1ab|819d64aa0cab6cc2b410|629706c4ed709a2e1b18
Q0077,76,drug_7891,drug,Người mẹ sử dụng thuốc Ceritine thì có được cho con bú không?,noisy_conversational,0.3,60f0e6b6f5dcddcd2fb8,1000,200,1,1,1,1,1.0,0.05857049999758601,60f0e6b6f5dcddcd2fb8|c3a72ec15501e047d218|cc9b9fd00d86d7cb0545|b158004e431f98f4c34d|323f5381c3095807936d
Q0078,77,drug_8618,drug,"Theo hướng dẫn sử dụng thuốc, nên dùng Clotrimazole như thế nào?",semantic,0.3,e3286b604d1fd34fc4d6,1000,200,0,0,0,0,0.0,0.055100000001402805,d1c845ad896231b78323|5a8c163fdcbc3bb83d2e|4d8d806a2c2ba51e87c7|a07074063d848e038a30|689db3411203935e6103
