question_id,dataset,query_type,question,expected_sources,config,selected_alpha,table_bonus,hit_at_5,rr_at_5,latency_seconds,retrieved_sources
Q0002,KB1_Standard,Ngữ nghĩa,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Adaptive alpha,0.7,False,1,0.25,0.1319628999917768,bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | bo_de_me_va_be.xlsx
Q0002,KB1_Standard,Ngữ nghĩa,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Adaptive alpha + table bonus,0.7,True,1,0.25,0.10239039998850785,bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | bo_de_me_va_be.xlsx
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Fixed alpha = 0.3,0.3,False,0,0.0,0.114494499983266,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | d3fa1053-wp8-postpartum-care-handbook-viet.pdf
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Fixed alpha = 0.4,0.4,False,0,0.0,0.11515739999595098,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | một số câu sản phụ thường hỏi trong thời kỳ hậu sản.docx
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Fixed alpha = 0.5,0.5,False,0,0.0,0.10682399998768233,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | một số câu sản phụ thường hỏi trong thời kỳ hậu sản.docx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Fixed alpha = 0.7,0.7,False,0,0.0,0.11093630001414567,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | một số câu sản phụ thường hỏi trong thời kỳ hậu sản.docx | d3fa1053-wp8-postpartum-care-handbook-viet.pdf
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Adaptive alpha,0.7,False,0,0.0,0.11503389998688363,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | một số câu sản phụ thường hỏi trong thời kỳ hậu sản.docx | d3fa1053-wp8-postpartum-care-handbook-viet.pdf
Q0003,KB1_Standard,Ngữ nghĩa,Sữa mẹ vắt ra có thể bảo quản ở nhiệt độ thường trong bao lâu?,viendinhduong_nuoi_duong_cham_soc_tre_so_sinh.pdf,Adaptive alpha + table bonus,0.7,True,0,0.0,0.13075249997200444,bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | bảo quản sữa mẹ đã vắt như thế nào.docx | một số câu sản phụ thường hỏi trong thời kỳ hậu sản.docx | d3fa1053-wp8-postpartum-care-handbook-viet.pdf
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Fixed alpha = 0.3,0.3,False,1,1.0,0.21023409999907017,bé hơn 6 tháng chưa biết.docx | hành vi - không ai hoàn hảo.pdf | trẻ 22 tháng tuổi chậm nói điều trị như thế nào.docx | hỗ trợ sức khỏe tâm thần cho phụ nữ sau sinh như thế nào.docx | đánh giá sự phát triển của trẻ như thế nào.docx
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Fixed alpha = 0.4,0.4,False,1,0.5,0.2507890000124462,hành vi - không ai hoàn hảo.pdf | bé hơn 6 tháng chưa biết.docx | trẻ 22 tháng tuổi chậm nói điều trị như thế nào.docx | hỗ trợ sức khỏe tâm thần cho phụ nữ sau sinh như thế nào.docx | đánh giá sự phát triển của trẻ như thế nào.docx
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Fixed alpha = 0.5,0.5,False,1,0.5,0.24475729998084716,hành vi - không ai hoàn hảo.pdf | bé hơn 6 tháng chưa biết.docx | trẻ 22 tháng tuổi chậm nói điều trị như thế nào.docx | hành vi - không ai hoàn hảo.pdf | bo_de_me_va_be.xlsx
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Fixed alpha = 0.7,0.7,False,1,0.25,0.25349399997503497,hành vi - không ai hoàn hảo.pdf | hành vi - không ai hoàn hảo.pdf | bo_de_me_va_be.xlsx | bé hơn 6 tháng chưa biết.docx | hành vi - không ai hoàn hảo.pdf
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Adaptive alpha,0.7,False,1,0.25,0.2702885000035167,hành vi - không ai hoàn hảo.pdf | hành vi - không ai hoàn hảo.pdf | bo_de_me_va_be.xlsx | bé hơn 6 tháng chưa biết.docx | hành vi - không ai hoàn hảo.pdf
Q0004,KB1_Standard,Ngữ nghĩa,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường ạ",bé hơn 6 tháng chưa biết.docx,Adaptive alpha + table bonus,0.7,True,1,0.25,0.2247458999918308,hành vi - không ai hoàn hảo.pdf | hành vi - không ai hoàn hảo.pdf | bo_de_me_va_be.xlsx | bé hơn 6 tháng chưa biết.docx | hành vi - không ai hoàn hảo.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Fixed alpha = 0.3,0.3,False,1,0.3333333333333333,0.13827969998237677,hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | qa_me_bim_sau_sinh_100.xlsx | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Fixed alpha = 0.4,0.4,False,1,0.3333333333333333,0.14530949998879805,qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Fixed alpha = 0.5,0.5,False,1,0.3333333333333333,0.1033132000011392,qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Fixed alpha = 0.7,0.7,False,1,0.3333333333333333,0.10195499999099411,qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Adaptive alpha,0.7,False,1,0.3333333333333333,0.09757949999766424,qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0005,KB1_Standard,Ngữ nghĩa,Vitamin nào có hàm lượng cao trong sữa non giúp giảm mức độ nhiễm khuẩn?,tài liệu khóa học nuôi con bằng sữa mẹ.pdf,Adaptive alpha + table bonus,0.7,True,1,0.3333333333333333,0.0989310999866575,qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | qa_me_bim_sau_sinh_100.xlsx | hướng dẫn quốc gia dinh dưỡng cho phụ nữ có thai và bf mẹ cho con bú.pdf
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Fixed alpha = 0.3,0.3,False,0,0.0,0.12442519998876378,qa_me_bim_sau_sinh_100.xlsx | sức khỏe - không ai hoàn hảo.pdf | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Fixed alpha = 0.4,0.4,False,0,0.0,0.10936800000490621,sức khỏe - không ai hoàn hảo.pdf | qa_me_bim_sau_sinh_100.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Fixed alpha = 0.5,0.5,False,0,0.0,0.11161729999003,sức khỏe - không ai hoàn hảo.pdf | qa_me_bim_sau_sinh_100.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Fixed alpha = 0.7,0.7,False,0,0.0,0.10705359998974018,sức khỏe - không ai hoàn hảo.pdf | qa_me_bim_sau_sinh_100.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | qa_me_bim_sau_sinh_100.xlsx
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Adaptive alpha,0.7,False,0,0.0,0.10685399998328649,sức khỏe - không ai hoàn hảo.pdf | qa_me_bim_sau_sinh_100.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | qa_me_bim_sau_sinh_100.xlsx
Q0006,KB1_Standard,Ngữ nghĩa,Em nên vệ sinh răng miệng cho bé từ khi nào và dùng dụng cụ gì cho an toàn ạ?,sách không ai hoàn hảo - sức khỏe,Adaptive alpha + table bonus,0.7,True,0,0.0,0.10412119998363778,sức khỏe - không ai hoàn hảo.pdf | qa_me_bim_sau_sinh_100.xlsx | bo_de_me_va_be.xlsx | bo_de_me_va_be.xlsx | qa_me_bim_sau_sinh_100.xlsx
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Fixed alpha = 0.3,0.3,False,0,0.0,0.10732859998825006,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Fixed alpha = 0.4,0.4,False,0,0.0,0.11957189999520779,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Fixed alpha = 0.5,0.5,False,0,0.0,0.10989799999515526,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf | dvcsskss_48201712.pdf
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Fixed alpha = 0.7,0.7,False,0,0.0,0.10258030000841245,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Adaptive alpha,0.7,False,0,0.0,0.1112522000039462,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf
Q0007,KB1_Standard,Ngữ nghĩa,Tại sao các bác sĩ cứ khuyên em phải cho con da kề da ngay sau khi đẻ?,1445371_improving-the-quality-and-care-of,Adaptive alpha + table bonus,0.7,True,0,0.0,0.11320410002372228,1445371_improving-the-quality-and-care-of-....pdf | tài liệu khóa học nuôi con bằng sữa mẹ.pdf | dvcsskss_48201712.pdf | dvcsskss_48201712.pdf | 1445371_improving-the-quality-and-care-of-....pdf
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Fixed alpha = 0.3,0.3,False,0,0.0,0.10967219999292865,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | d3fa1053-wp8-postpartum-care-handbook-viet.pdf | qa_me_bim_sau_sinh_100.xlsx
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Fixed alpha = 0.4,0.4,False,0,0.0,0.11503249997622333,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | d3fa1053-wp8-postpartum-care-handbook-viet.pdf | 1555399_66.-chăm-sóc-vết-thương-sau-mổ-(1).pdf
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Fixed alpha = 0.5,0.5,False,0,0.0,0.11122909997357056,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | 1555399_66.-chăm-sóc-vết-thương-sau-mổ-(1).pdf | d3fa1053-wp8-postpartum-care-handbook-viet.pdf
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Fixed alpha = 0.7,0.7,False,0,0.0,0.11748380001517944,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | 1555399_66.-chăm-sóc-vết-thương-sau-mổ-(1).pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | qa_me_bim_sau_sinh_100.xlsx
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Adaptive alpha,0.7,False,0,0.0,0.11675169999944046,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | 1555399_66.-chăm-sóc-vết-thương-sau-mổ-(1).pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | qa_me_bim_sau_sinh_100.xlsx
Q0008,KB1_Standard,Ngữ nghĩa,Vết khâu tầng sinh môn của em dùng chỉ tự tiêu thì bao lâu chỉ mới tan hết ạ?,sổ tay 4steps - trang 21,Adaptive alpha + table bonus,0.7,True,0,0.0,0.1136959999857936,d3fa1053-wp8-postpartum-care-handbook-viet.pdf | 1555399_66.-chăm-sóc-vết-thương-sau-mổ-(1).pdf | hướng dẫn chăm sóc vết may tầng sinh môn sau sinh thường.docx | chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé.docx | qa_me_bim_sau_sinh_100.xlsx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Fixed alpha = 0.3,0.3,False,1,0.5,0.17465489997994155,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Fixed alpha = 0.4,0.4,False,1,0.5,0.2531535000016447,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Fixed alpha = 0.5,0.5,False,1,0.5,0.2221739000233356,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Fixed alpha = 0.7,0.7,False,1,0.5,0.25305349999689497,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Adaptive alpha,0.7,False,1,0.5,0.21684569999342784,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx
Q0009,KB1_Standard,Ngữ nghĩa,"Bé nhà em hiện tại đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng?",cách giặt tã vải cho trẻ nhỏ.docx,Adaptive alpha + table bonus,0.7,True,1,0.5,0.18532499999855645,cách thay tã vải cho trẻ sơ sinh.docx | cách giặt tã vải cho trẻ nhỏ.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | hướng dẫn về lần thay tã đầu tiên của bé.docx | cách thay tã vải cho trẻ sơ sinh.docx
