split,config,dataset,profile,question,alpha,table_bonus,hit_at_5,rr_at_5,latency_seconds
test,Fixed alpha = 0.1,KB1_Standard,quantitative,"Bé nhà em đã 18 tháng tuổi rồi mà vẫn chưa biết đi, liệu đây có phải là tình trạng chậm biết đi cần phải can thiệp y tế không bác sĩ?",0.1,0.0,1,1.0,8.369999704882503e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Bốn nhóm thực phẩm cần có trong bữa ăn của trẻ là gì?,0.1,0.0,0,0.0,5.8900011936202645e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Lợi ích của việc nuôi con bằng sữa mẹ đối với tử cung của mẹ sau sinh?,0.1,0.0,1,0.25,5.9699988923966885e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,"Khi về khoa hậu sản, có những dấu hiệu nào em phải gọi cấp cứu ngay?",0.1,0.0,0,0.0,5.8999983593821526e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Lợi ích của việc cho trẻ tiếp xúc da kề da ngay sau sinh?,0.1,0.0,1,1.0,5.7600002037361264e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Dấu hiệu nào cho thấy trẻ bú tốt?,0.1,0.0,0,0.0,6.10999995842576e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Viêm tiểu phế quản ở trẻ sơ sinh là gì?,0.1,0.0,0,0.0,5.9699988923966885e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Liệt kê các dấu hiệu nguy hiểm ở trẻ sơ sinh cần đi khám ngay?,0.1,0.0,0,0.0,5.8999983593821526e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,"Con em hay bị táo bón, đi ngoài rất khó khăn, em nên điều chỉnh chế độ ăn cho bé thế nào?",0.1,0.0,0,0.0,6.19000056758523e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Nuôi con bằng sữa mẹ giúp giảm nguy cơ mắc bệnh gì cho mẹ sau này?,0.1,0.0,1,0.3333333333333333,5.6599994422867894e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Những thực phẩm nào mẹ mang thai nên dùng để cung cấp năng lượng?,0.1,0.0,1,1.0,5.85000088904053e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,"Con em thường xuyên thức giấc giữa đêm và khóc, em phải làm gì để bé ngủ sâu hơn?",0.1,0.0,0,0.0,5.260002217255533e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Cần đưa trẻ đi khám ngay khi bị nôn ói?,0.1,0.0,0,0.0,5.729999975301325e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Cách chuẩn bị dụng cụ đựng sữa trước khi vắt như thế nào?,0.1,0.0,1,1.0,0.00019010002142749727
test,Fixed alpha = 0.1,KB1_Standard,semantic,Bố mẹ phải nói như thế nào để giúp con có thể học nói?,0.1,0.0,0,0.0,5.970001802779734e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Việc cho con bú ngay trong vòng một giờ đầu sau sinh có lợi gì cho người mẹ?,0.1,0.0,0,0.0,7.320000440813601e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Giải pháp phòng ngừa bệnh xuất huyết não ở trẻ,0.1,0.0,0,0.0,6.309998570941389e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Chế độ nghỉ ngơi của bè mẹ sau sinh?,0.1,0.0,0,0.0,5.880001117475331e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Cách xử trí khi vú bị căng sữa hoặc cương tức?,0.1,0.0,1,1.0,5.520001286640763e-05
test,Fixed alpha = 0.1,KB1_Standard,semantic,Nghén điều trị như thế nào?,0.1,0.0,0,0.0,0.00021639998885802925
test,Fixed alpha = 0.1,KB1_Standard,semantic,Khuyến nghị về số lần khám thai tối thiểu trong thai kỳ?,0.1,0.0,0,0.0,7.149999146349728e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Làm sao để phân biệt vàng da sinh lý và vàng da bệnh lý ở bé sơ sinh mn ơi,0.1,0.0,0,0.0,6.329998723231256e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,giải pháp hỗ trợ phản xạ oxytocin hoạt động tốt ạ,0.1,0.0,1,1.0,6.489999941550195e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không z ạ,0.1,0.0,1,1.0,6.150000263005495e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Thiếu vitamin D gây ảnh hưởng ntn,0.1,0.0,0,0.0,6.10999995842576e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,"Hướng dẫn em cách xử lý, chăm sóc khi bị sản dịch hôi v ạ",0.1,0.0,0,0.0,8.53999808896333e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,"Khi con em bước sang tháng thứ 7 đến tháng thứ 9, em có cần tăng thêm số lượng bữa ăn dặm cho bé con k",0.1,0.0,1,0.5,8.329999400302768e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Các nguồn bổ sung vitamin D khác ko a,0.1,0.0,0,0.0,0.00010549998842179775
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh sớm và muộn khác nhau ra sao bs ơi,0.1,0.0,0,0.0,8.090000483207405e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Thuốc đầu tay đc lựa chọn để co hồi tử cung dự phòng băng huyết là j,0.1,0.0,0,0.0,7.750000804662704e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,0.1,0.0,0,0.0,9.310001041740179e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,"Trong 1 bát bột ăn dặm chuẩn cho bé, em cần fải đảm bảo có đủ 4 nhóm chất dinh dưỡng nào",0.1,0.0,1,1.0,7.409998215734959e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh đc kđịnh nghĩa như thế nào nhỉ,0.1,0.0,0,0.0,7.199999527074397e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Làm sao để nhận biết nhau bong non a,0.1,0.0,0,0.0,6.420002318918705e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Bé nhà t rất nhát, gặp người lạ là khóc và trốn sau lưng mẹ thì có bình thường k mn ơi",0.1,0.0,0,0.0,5.840000812895596e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Khi nào thì cần đưa bé con đi khám sức khỏe định kỳ dù bé vẫn đang khỏe mạnh ạ,0.1,0.0,0,0.0,6.189997657202184e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Kỹ thuật cho bé ăn bằng cốc đúng cách là như thế nào mn ơi,0.1,0.0,1,0.3333333333333333,5.639999289996922e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Bị nhau bằng non có cần đến bệnh viện ko a,0.1,0.0,0,0.0,6.439999560825527e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Âm đạo của em tiết mùi hồi gây khó chịu là bị j v a,0.1,0.0,0,0.0,6.459999713115394e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Em nghe nói dùng tã vải ít bị hăm da hơn tã giấy, điều này có đúng k và em cần lưu ý j thêm",0.1,0.0,1,1.0,5.370000144466758e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Hormon nào chịu trách nhiệm tạo sưa và hormon nào giúp phun sưa ai ơi,0.1,0.0,0,0.0,7.249999907799065e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Nếu em bị nhiễm nấm âm đạo thì bé sơ sinh có bị lây k các Mom,0.1,0.0,0,0.0,7.909999112598598e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Chế độ ăn uống ntn giúp em giảm bớt tình trạng đau mỏi xương khớp sau khi sinh em bé,0.1,0.0,1,0.3333333333333333,6.799999391660094e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Tại sao cứ khuyến khích mẹ nên ngồi để cho con bú thay vì nằm bú vậy ạ,0.1,0.0,1,1.0,6.0999998822808266e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"EEm nghe nói sau sinh sẽ rối loạn nội tiết tố nữ phải không, dấu hiệu nhận biết rối loạn nội tiết tố là j v ạ",0.1,0.0,0,0.0,6.130000110715628e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Con em dạo này hay bắt chước các hành động của bố mẹ, đây có phải là 1 dấu hiệu tốt k",0.1,0.0,0,0.0,6.030002259649336e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Em thấy chân của bé con có vẻ yếu và k chịu đứng vững khi em dắt tay, những dấu hiệu nào khác cảnh báo con em đang bị chậm vận động?",0.1,0.0,1,1.0,5.970001802779734e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Chồng em cần làm j để giúp em vượt qua giai đoạn bị trầm cảm sau sinh nhẹ v nho,0.1,0.0,0,0.0,6.479999865405262e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Bé nhà t bị ho và chảy nước mũi nhiều, có nên tự mua thuốc ho cho bé uống k mn ơi",0.1,0.0,0,0.0,6.019999273121357e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Khi nào thì rốn của bé bị sưng đỏ đc coi là nhiễm trùng mức độ nặng mn,0.1,0.0,0,0.0,5.599998985417187e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Sau khi cho con bú xong, em nên làm j để bé k bị ọc sưa hay bị sặc khi nằm xuống",0.1,0.0,1,1.0,5.77000027988106e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,"Miệng bé nhà t có mấy mảng trắng như cặn sưa mà lau k sạch, liệu có phải con bị nấm miệng k",0.1,0.0,1,1.0,5.709999823011458e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,noisy_conversational,Làm sao để dạy con cách kiểm soát cảm giác tức giận mà k la hét mn ơi,0.1,0.0,0,0.0,5.600001895800233e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Tại sao lại dặn là k nên nêm thêm mắm hay muối vào thức ăn dặm của trẻ dưới 1 tuổi,0.1,0.0,1,1.0,8.870000601746142e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Em có cần fải đánh giá lại sự phát triển của bé thường xuyên k, hay chỉ cần thực hiện 1 lần khi bé có dấu hiệu lạ?",0.1,0.0,1,1.0,9.169999975711107e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà t vừa tròn 6 tháng và mới tập ăn dặm, mỗi ngày em nên cho con ăn mấy bữa bột là đủ",0.1,0.0,1,1.0,7.639999967068434e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà mình đã hơn 6 tháng rùi mà vẫn chưa thấy biết ""ê, a"" hay bập bẹ nói chuyện j hết, liệu con em có đang gặp vấn đề về ngôn ngữ k?",0.1,0.0,1,1.0,8.120000711642206e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Em bị sốt cao, rét run và đau bụng dữ dội sau sinh 2 tuần là dấu hiệu bệnh j vậy c",0.1,0.0,0,0.0,8.880000677891076e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Lượng sưa cần cho bé nhà mình từ khi sinh đến 1 tháng tuổi là bao nhiêu mỗi ngày,0.1,0.0,0,0.0,8.290002006106079e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Em mới mổ đẻ đc 2 ngày mà giờ bị sốt 38,5 độ C thì có làm sao k ai oi",0.1,0.0,0,0.0,8.759999764151871e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Bé 2 tháng tuổi thì fải đi tiêm những loại vắc xin j theo định kỳ mn ơi,0.1,0.0,0,0.0,8.699999307282269e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà mình đc 2 tháng tuổi và hay đi ngoài nhiều vào ban đêm, em nên dùng loại tã j để con ngủ ngon mà k bị tràn tã",0.1,0.0,1,0.5,6.770002073608339e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Con em đã 22 tháng tuổi rồi mà vẫn chậm nói, chưa thể phát âm được những từ ngữ cơ bản, bé cứ dùng tay chân để chỉ trỏ mỗi khi muốn gì đó thì có phải là dấu hiệu đáng lo k v a",0.1,0.0,1,1.0,7.770000956952572e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà t đã 18 tháng tuổi rùi mà vẫn chưa biết đi, liệu đây có phải là tình trạng chậm biết đi cần fải can thiệp y tế k?",0.1,0.0,1,1.0,8.329999400302768e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Sau 2 tuần mà rốn bé vẫn chưa rụng thì có cần đưa bé đi viện k ạ,0.1,0.0,0,0.0,7.740000728517771e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Hậu quả của thiếu dinh dưỡng trong 3 tháng cuối thai kỳ là j v,0.1,0.0,1,1.0,7.9699995694682e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Khi sử dụng tã vải, em có cần fải thay tã cho bé thường xuyên như khi dùng tã giấy dùng 1 lần k",0.1,0.0,1,1.0,6.799999391660094e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Để tránh tình trạng suy dinh dưỡng ở trẻ 34 tháng tuổi, em nên lam j a",0.1,0.0,1,1.0,8.719999459572136e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà t đc 34 tháng rùi, em nên sắp xếp các bữa chính và bữa phụ trong ngày ntn để đảm bảo con đủ chất?",0.1,0.0,1,0.25,7.429998368024826e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,"Bé nhà mình dưới 6 tháng tuổi, em có nên cho con uống thêm chút nước sau khi bú để tráng miệng cho sạch k",0.1,0.0,1,1.0,7.559999357908964e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Bé nhà em được 3 tháng tuổi rồi ạ. Bé nhà em có nổi nốt sần khắp người. Em có mang bé đi khám thì bác sĩ họ bảo bị viêm da cơ địa. Em xin hỏi cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi v a,0.1,0.0,1,1.0,7.589999586343765e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Bé từ 7-12 tháng tuổi cần ăn bao nhiêu bữa bột 1 ngày các v a,0.1,0.0,1,0.25,7.700000423938036e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,quantitative,Nếu em bị chảy máu nhiều sau sinh (trên 300ml) thì bs sẽ xử trí j đầu tiên ok,0.1,0.0,0,0.0,0.0001762000028975308
test,Fixed alpha = 0.1,KB2_Mom_Style,semantic,Chồng và người thân nên làm j để giúp em cảm thấy bớt căng thẳng khi chăm sóc bé nhà t,0.1,0.0,0,0.0,6.019999273121357e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,semantic,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường k?",0.1,0.0,1,1.0,5.9699988923966885e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,semantic,"Có phải các bệnh lý về cơ hay thần kinh là nguyên nhân chính khiến trẻ chậm biết đi k, hay còn do yếu tố nào khác?",0.1,0.0,1,0.5,6.349998875521123e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,semantic,Lợi ích của việc nuôi con bằng sưa mẹ đối với tử cung của mẹ sau sinh,0.1,0.0,1,0.25,5.870001041330397e-05
test,Fixed alpha = 0.1,KB2_Mom_Style,semantic,Con em đang bị nấm miệng thì có cần fải tiệt trùng bình sưa hay núm vú giả kỹ hơn bình thường k,0.1,0.0,1,1.0,5.57999883312732e-05
